Avg.Area Income,House Age,Number of Rooms,Number of Bedrooms,Population,Price
82061,4,6,4,23404,845890
57568,7,7,4,34385,949684
72119,6,8,3,45543,1333015
56716,6,7,4,37251,985118
61822,6,8,5,19414,1166336
71155,5,7,3,41454,1147685
84124,6,7,4,33946,1459835
80321,7,5,3,34230,1462989
76417,5,7,4,49033,1388596
54441,7,5,4,20981,590199
71410,5,9,6,32504,1256470
75720,7,6,3,45343,1495390
48407,4,8,4,43536,589352
76629,4,7,6,35441,1270503
63277,7,6,2,31713,1097918
53970,7,8,6,43352,1409943
69583,6,7,4,51250,1450619
74271,5,7,6,42021,1368670
71923,6,7,6,21016,1129583
78792,7,7,6,43264,1795446
71529,6,6,3,36200,1113315
74208,6,9,3,25507,1348222
63889,6,6,2,34442,1134126
72923,3,6,4,23534,665267
61958,6,8,4,39953,1197741
58161,6,6,3,29453,626020
66879,6,9,5,42625,1645843
48380,7,8,6,50711,1354974
50337,5,6,4,32299,390948
80017,6,6,4,32263,1226441
80694,7,6,2,46250,1770372
87255,5,7,6,37348,1525206
65480,7,7,3,34583,1188761
73969,6,8,3,36026,1517693
62385,7,8,3,48420,1363320
80327,8,7,4,32188,1740672
59920,5,7,5,62390,1505628
71798,6,7,4,30878,1072915
68907,7,7,2,20741,1206932
49624,7,7,4,48252,1092810
71778,6,7,4,37634,1404622
69610,7,7,5,32736,1483686
64951,7,8,4,29343,1447182
73260,5,8,3,53578,1506651
60577,7,8,6,27657,1170169
65866,4,7,3,19070,407719
73598,6,8,5,34258,1344523
73381,6,8,3,45901,1684555
65642,6,5,2,19735,734101
50756,5,7,2,40714,752951
49392,6,8,3,53766,1211110
61426,7,6,2,24518,999245
68336,5,7,3,31342,812858
79632,5,7,5,38074,1295015
60136,6,6,3,24668,724994
64377,5,7,2,43013,1126138
72118,7,6,2,39488,1408550
88662,6,6,3,37332,1524107
67977,7,4,4,24246,823864
83729,6,7,3,35187,1521527
42463,7,7,3,58412,1094027
59615,8,6,4,32164,1259191
74416,6,6,2,27386,1003838
60758,7,7,4,26973,1205138
76638,6,7,2,36237,1405060
69906,6,7,4,45734,1411266
86734,8,8,4,19899,1794214
73519,6,7,4,36148,990894
76292,5,6,2,29856,1022343
96217,5,7,6,42296,1826822
61686,5,6,3,36060,708046
56764,6,6,4,30911,750753
61437,7,9,5,25887,1445732
81490,5,7,5,10504,995783
71499,5,7,3,29684,1191625
87455,7,9,4,32313,2016911
48641,7,6,2,52055,1057838
58198,5,5,3,16253,357251
71421,6,6,4,32969,1106976
73047,5,8,5,37643,1266617
64618,6,6,4,18869,805434
59832,4,7,3,36931,851634
76024,5,7,4,44324,1412097
62708,8,7,6,29894,1339636
51846,5,8,6,24285,641484
69201,6,6,3,42574,1109666
66643,7,9,3,32035,1669127
81376,7,6,3,40152,1788829
49928,7,8,5,56983,1352096
73732,5,8,6,36735,1369017
64714,6,6,3,13385,485534
69207,7,8,6,27666,1404036
77779,7,6,3,46402,1597153
80370,7,7,3,32517,1735340
63168,8,7,5,20989,1169167
78166,5,6,3,41571,1142113
73381,6,7,4,32384,1368107
68970,6,6,2,41808,1028651
73069,7,6,3,42930,1368692
84690,6,7,3,34859,1431387
58040,5,8,3,36479,1061209
66214,6,7,4,47832,1322783
75101,7,8,3,50730,1716323
49736,5,7,2,24032,465500
66068,6,7,3,28057,986285
65693,6,8,6,39935,1416239
81443,6,7,4,35593,1455326
78539,6,7,3,43061,1530068
70299,6,7,2,33147,1172620
64617,8,7,4,27995,1174289
65966,8,6,3,42711,1342819
80373,6,5,3,36651,1383652
72253,7,7,4,23559,1199760
60909,5,7,2,25406,705343
67653,5,8,5,44353,1440738
44869,7,7,2,43155,900851
81926,7,7,6,36974,2017175
70030,6,7,3,23650,951244
73302,5,7,6,43445,1222277
49706,5,8,3,58760,1080624
58494,7,6,4,29985,762209
44999,5,7,4,37554,625990
87471,6,6,2,58077,2030911
69950,7,6,4,44521,1462876
78106,7,8,3,40877,1637841
80649,6,6,4,18776,1046191
81899,6,7,4,31764,1529282
73522,6,8,4,38384,1591794
95604,6,7,6,36505,1815920
67097,6,7,3,27192,1027428
74530,7,7,2,34316,1541127
61973,6,7,3,28466,1031981
77449,5,7,2,30055,1161458
69462,4,8,5,46159,1317041
68306,4,5,2,49181,908013
77354,5,9,3,32343,1455555
84173,5,7,3,47937,1560870
66497,6,8,4,31227,1417048
81639,6,6,3,27015,1311654
72614,6,7,4,22995,1275497
71787,6,9,3,50679,1678348
74598,5,7,3,44569,1399467
60017,7,6,3,40414,1242111
89519,6,8,5,30158,1866035
48829,4,7,3,32451,412057
45353,5,7,3,33340,544321
78930,6,7,6,39668,1503327
67707,7,8,4,42391,1761924
73022,5,7,6,37091,1270543
64359,5,8,5,22734,839746
68907,5,7,4,39014,1046943
69611,6,7,3,43804,1396241
71443,6,6,2,57716,1596440
72516,6,8,5,28698,1290784
49619,7,7,6,47311,1030017
64544,6,7,5,28596,758571
65074,9,8,3,44551,1948655
76546,5,7,5,50481,1578141
68721,5,7,5,45765,1380354
59641,4,6,2,49671,745996
64332,6,8,4,36650,1232466
82846,6,8,3,42652,1899137
65901,7,7,5,20429,1084064
73195,6,6,2,39906,1377940
68817,5,8,5,18444,937326
76153,5,8,6,32925,1220133
68007,5,7,4,43750,1252417
59442,7,6,2,21243,839453
64794,6,8,5,43961,1337472
81442,6,9,4,34050,1479296
85744,6,8,5,38564,1975538
56826,6,7,4,47608,1146638
77287,9,7,2,32406,1829102
64400,5,8,3,26605,1110932
65903,7,7,3,45208,1393897
53179,6,8,5,28707,577168
62106,7,8,6,34672,1454835
60861,6,6,3,53548,1321743
74372,7,7,4,52209,1449829
74730,6,8,5,20696,1281537
67669,6,6,3,31752,1111284
70022,5,8,4,26768,1136348
45558,6,8,4,35043,615056
66593,8,5,2,37635,1362239
74177,6,7,4,37195,1418978
68445,6,6,2,32851,985339
66586,5,7,5,36338,1048647
71393,5,8,6,42077,1028683
57688,6,7,3,19900,684257
83623,6,9,5,42329,1845325
78512,5,7,4,38180,1287784
54927,6,7,6,46470,1120419
61098,7,7,2,27467,1023205
75172,6,9,6,40621,1874415
53331,5,6,2,32317,670357
55179,6,7,4,31270,1004071
72083,4,6,2,36471,885380
57847,5,8,4,40209,1111360
82732,6,8,6,30486,1557276
58309,7,7,3,38000,1364832
73031,8,6,2,28426,1510659
83307,6,6,4,37963,1584318
48092,4,5,3,42693,383021
64336,6,6,4,43218,1028760
63672,8,7,4,31779,1437458
63371,5,7,4,29646,1025702
55795,7,7,2,26448,903665
61984,5,6,4,49838,1151190
69430,6,6,4,42969,1205707
73932,6,7,3,34197,1324378
48283,6,8,3,15782,668184
66925,5,8,3,42591,1222412
58806,6,7,4,32721,1040763
70839,7,7,4,43347,1643086
57136,5,7,3,26915,886536
45862,5,5,2,40339,576356
70268,6,4,3,39144,1012545
74031,5,6,2,46785,1194595
72325,8,6,2,46351,1692309
70489,6,7,5,48797,1541746
45531,5,7,3,31000,426906
50768,5,8,6,32501,842778
55593,8,8,5,42068,1574527
89031,6,6,3,61402,2033547
77984,7,6,4,41723,1488535
69085,7,6,3,39230,1191564
60866,5,6,2,50843,927677
78256,7,7,4,25101,1489668
66347,5,5,2,44644,930493
67840,8,7,5,61073,1789999
58695,7,9,4,49961,1708631
69876,7,8,6,27380,1446597
67080,6,7,2,33434,1204214
71920,5,6,4,29506,1088834
72491,5,6,4,17981,699223
65354,6,7,3,33947,1205114
76493,7,8,3,41848,1761961
50502,7,7,3,37594,1286477
57942,5,6,3,33388,816058
60936,6,7,3,26704,874755
43192,8,7,3,34134,1054607
66631,7,7,4,61362,1714266
68696,6,7,4,41857,1601527
51026,5,7,4,23853,426100
88054,6,7,3,22290,1454699
50363,6,5,2,23611,314168
66321,6,7,2,16803,933609
76926,6,6,3,45836,1353635
74905,6,8,5,41191,1587358
76150,7,7,3,31567,1457673
65644,6,7,6,48882,1265927
74910,6,7,6,39408,1562573
50241,7,7,4,53805,1376147
55159,6,7,3,27912,764800
64299,7,7,3,36000,1206987
56348,6,5,2,23477,649224
97669,7,7,4,43203,2102244
69970,7,7,4,33649,1429952
63403,6,7,2,32621,832560
69091,7,7,5,32708,1339304
57877,3,6,4,36800,579710
65718,5,4,4,54799,995722
61602,5,6,2,17410,745524
65865,6,8,6,18092,1004472
53230,6,10,3,27361,1311432
85684,7,5,3,26429,1246937
78792,6,7,4,29578,1341450
63830,5,7,4,29863,1020337
59930,7,7,4,44095,1320897
80899,6,7,4,37530,1443470
47905,6,8,3,33854,884015
71069,5,9,6,35724,1355557
67622,6,5,4,35360,841392
60438,5,6,2,30462,619664
77628,6,7,6,26257,1446983
90245,7,6,4,17771,1575680
74440,4,8,5,44079,1351640
80819,6,8,4,34536,1543802
73003,5,7,4,23500,1101239
66964,5,7,3,36044,1034181
73617,5,7,5,29735,1139360
68751,5,7,6,25505,1116352
78694,6,6,3,44210,1526013
64318,7,6,2,22296,1020098
71939,7,8,6,40054,1617072
71868,6,8,5,42188,1567482
84856,4,5,4,43120,1134273
72970,5,8,4,40263,1434803
68599,5,9,5,44340,1234837
64645,3,7,2,45330,863386
62677,6,6,2,50163,1246410
63381,5,6,2,40217,932979
73515,6,8,4,35015,1468030
58518,6,8,4,44011,1087803
60015,6,9,5,27855,1260484
73724,7,6,3,33025,1021122
81851,6,4,2,42635,1375467
81559,5,5,2,45778,1224792
62041,7,7,3,46070,1376898
76936,5,9,6,25764,1642164
70564,6,6,4,36308,1210574
70886,7,5,4,39730,1246595
51742,5,7,3,45458,812059
61830,6,7,3,37688,1054856
73583,7,6,4,36760,1384432
73999,6,5,3,49947,1133126
62271,5,8,5,56626,1470477
61943,7,7,3,41205,1326837
71108,5,8,4,39238,1441956
77486,6,7,4,33297,1278205
56517,5,7,2,34170,803920
86130,7,6,4,43393,1880127
70030,6,8,3,26783,1261715
68449,8,10,3,20146,1810158
69518,7,7,3,36570,1527492
62912,6,6,3,39738,1133084
78061,6,6,2,47152,1491145
71715,5,5,3,28294,853143
58971,6,8,6,18992,973689
89717,5,7,6,60887,2105992
58946,7,4,4,47226,948367
88090,4,8,4,55834,1641474
61269,5,8,6,41079,999370
77910,5,6,4,28127,983180
71501,8,6,4,33742,1439893
77049,6,6,2,19147,812512
72475,7,7,3,33307,1304512
69866,6,7,2,48601,1246270
78355,5,7,4,26741,1277112
76541,6,8,3,45686,1734814
68779,5,8,6,18901,869924
52035,7,7,2,20445,961727
91938,5,7,4,19332,1267151
66468,7,7,4,59258,1820190
62399,5,7,4,29409,716345
63477,8,7,5,28894,1204401
67397,7,8,3,42768,1560805
80371,7,8,4,18859,1644242
64277,7,9,4,40729,1586312
59085,7,6,2,42956,1073254
55040,6,5,4,58041,1090889
77803,7,7,5,42091,1568182
49767,7,7,4,40776,927979
56741,6,9,6,26252,985007
65905,6,7,3,43800,1636415
73020,7,6,2,50932,1542489
57522,5,8,4,29113,806256
71487,5,7,2,41479,1101341
81108,7,8,6,40937,1787325
72007,6,7,2,37402,1235593
66072,6,7,2,19935,1033626
72655,6,7,3,38039,1335848
60686,6,7,6,27531,943470
81045,6,6,4,38512,1382998
58319,7,7,4,29492,859209
65675,7,7,4,34493,1234630
78860,6,7,3,38199,1248845
75845,6,7,4,31903,1108913
77616,6,7,2,36592,1466412
55988,7,6,3,55043,1454035
79572,7,4,3,43602,1457231
68100,5,6,2,35347,837540
69489,3,8,5,28390,694472
95212,6,9,4,43890,2139726
58533,5,7,4,49321,1285312
61875,6,6,4,35833,975006
80422,6,8,3,51383,1661435
41065,5,7,5,37601,557229
68886,6,6,3,21689,871325
70657,7,6,2,22744,1246485
78199,5,6,2,50241,1491153
63536,7,8,6,45842,1532682
57192,6,6,2,21519,646248
88733,5,8,4,32506,1397944
46286,6,9,3,42246,1153322
71800,5,7,3,33178,1135031
63701,7,6,2,52554,1312467
61516,5,8,4,44913,1224002
66750,7,6,3,46554,1394638
85669,5,8,6,24273,1218125
53562,6,4,3,17964,266299
61135,6,6,4,49167,1052568
70643,8,8,5,24299,1460451
76636,6,6,3,39793,1205378
74229,7,6,2,20043,1110394
68743,6,7,4,34009,1218566
42246,5,7,4,53671,862866
57632,6,5,4,33884,705101
71067,5,6,2,43420,1112195
71814,5,8,3,27308,1049981
80155,7,6,4,45609,1650269
71229,5,7,4,27169,699787
65182,4,7,4,32730,779106
65258,8,8,3,44353,1748475
79989,5,7,4,53110,1550037
49664,5,6,3,29404,581135
73579,8,8,5,37368,1537766
75866,6,7,3,30351,975055
78049,5,7,4,28727,990726
69446,6,8,3,22578,1092843
73006,4,7,3,36706,1217309
78147,7,6,3,30040,1622262
64043,7,8,4,21351,1288490
96899,4,7,3,50293,1697281
75060,6,8,6,18699,1242317
97076,6,7,2,39916,1969194
75250,7,7,4,34098,1418724
61099,5,7,4,33249,744450
43401,7,7,3,24589,736817
76229,6,8,5,46694,1820595
70699,5,6,3,26598,799191
58719,6,7,4,44957,1296240
73238,7,6,2,33995,1341723
50818,4,8,5,34818,771002
60298,7,7,6,33621,1243748
63558,6,7,4,37970,1138037
68705,5,7,3,40183,1020146
72994,7,7,3,40450,1507036
53848,5,6,4,23853,569877
62992,6,7,3,23117,867311
83005,4,6,4,44195,1325355
73700,8,7,5,34446,1710966
44834,6,6,4,40784,757469
69496,6,10,3,36249,1450787
72582,4,6,2,26765,1004340
76909,5,9,3,57323,1957985
70658,7,8,6,32689,1262187
72406,4,6,2,32749,718187
62894,5,8,4,35594,1271519
76627,7,7,2,20782,1333996
67781,6,7,4,43571,1424389
74004,7,6,3,25909,1078577
62006,6,9,4,53450,1536899
66698,5,7,4,40558,1165875
74562,5,9,6,18598,1165878
67715,5,6,4,38555,1099917
49055,8,9,4,26841,1244631
66485,6,7,3,28003,873509
72900,5,7,4,39311,1270928
67076,4,7,6,35182,997619
49199,6,7,2,44787,913979
56374,6,7,3,35085,856208
78077,7,6,3,40737,1729392
71103,6,8,5,59442,1518788
59905,5,6,4,35189,752168
67673,6,8,3,39902,1550931
67124,5,7,4,56400,1327807
65274,10,6,2,25621,1399906
61828,7,7,3,31309,1235592
50041,6,9,3,68312,1626676
68870,5,6,2,42188,1099960
56247,7,8,3,36910,1289191
79763,6,6,3,53615,1441312
50661,6,5,4,44262,829129
65143,8,7,4,42575,1443228
53641,5,8,5,36472,616057
55717,5,6,4,42051,809057
68268,6,7,4,35935,1383938
83445,5,6,2,44808,1514555
76610,4,7,3,55430,1214689
78686,7,7,5,34768,1672445
86233,4,9,6,38437,1496777
75867,7,7,3,32320,1408428
73428,7,7,6,42332,1447493
74995,5,7,3,41652,1301487
58779,8,7,6,38936,1472809
49757,6,8,6,44877,975384
71135,6,8,3,15442,1088699
82920,6,6,3,44985,1527676
59492,4,8,6,46608,1078535
70364,7,6,2,22201,1054249
70947,7,5,3,41819,1214263
78646,4,8,4,17552,920952
73273,6,6,4,36791,1132984
84115,8,7,4,21777,1731564
79433,5,6,2,40078,1236633
69648,6,7,2,41612,1473681
79639,6,9,3,37130,1852585
76856,6,6,4,29382,1254938
82199,7,7,5,33609,1638661
72814,6,7,2,37883,1367130
75168,6,6,4,32966,1327961
70508,6,7,2,41981,1332043
46932,8,7,3,22190,893215
60137,7,7,2,15994,832691
66027,4,6,4,43645,885249
76162,5,7,3,13802,715460
69586,6,9,3,35254,1509962
86859,6,8,3,46560,1942640
68182,6,6,4,41934,1175289
60379,8,8,4,43552,1675523
55430,6,7,3,36332,886321
50016,6,6,3,29559,497368
49564,5,8,3,23819,542597
74280,7,7,5,26947,1422004
73421,7,8,5,35631,1491290
74253,5,8,5,26957,1279280
80073,7,8,4,32416,1838984
67501,6,5,3,27413,807916
69570,5,8,4,27113,1076602
81998,5,4,4,38628,1232872
68228,6,6,3,38295,1038154
74181,6,6,4,31462,1140209
65801,6,7,4,42607,1305102
70720,5,8,3,29301,1044017
59563,6,8,4,24196,906544
57312,6,8,6,38930,1200889
76448,7,7,3,23215,1412620
68935,6,7,2,27479,1109261
74274,5,8,6,32789,1347203
82115,7,7,4,46052,1796532
57671,6,7,4,30496,960905
68062,6,8,3,30689,1255736
73335,5,6,2,32271,935061
87295,6,6,2,23400,1116680
77970,5,8,4,29941,1519415
66997,7,8,3,55761,1788786
69233,5,8,5,23728,1144319
69686,5,8,5,41008,1148508
60665,6,7,6,37713,1029273
60838,7,7,2,58169,1543966
70945,6,7,4,18268,1029952
63308,6,8,4,31957,1286975
69240,5,8,3,34501,1169737
52840,7,7,4,40737,1268421
51480,6,9,5,29803,987974
61957,5,7,4,32898,1128895
83409,6,6,2,59347,1770681
68953,5,7,2,13008,568843
66910,4,7,3,34625,821599
64708,6,6,2,23746,931733
52934,7,6,4,44767,1218636
81745,7,7,3,21021,1626660
79664,7,5,3,32807,1298477
66040,5,5,4,28616,752357
74079,7,7,3,32447,1696340
87736,7,5,2,28114,1578146
57658,5,5,3,35438,731715
77416,6,7,4,11915,1009855
82868,5,7,5,20958,1111656
76396,7,6,3,49785,1626125
54453,6,7,5,40552,999971
71381,6,8,3,36428,1295967
64194,8,7,3,42962,1545864
77514,6,7,3,34958,1360911
100741,6,7,4,26041,1644923
75392,6,6,3,43359,1435770
88721,6,7,3,30966,1528987
75820,7,6,4,28939,1373107
54497,6,7,4,29180,756217
73255,5,6,3,41369,1413105
67177,6,10,4,40456,1440318
62358,7,7,4,35366,1212276
69060,6,7,4,35742,1356540
60913,7,7,2,25280,1056226
60050,6,8,4,41799,1384787
75024,6,6,4,35673,1194440
71324,4,6,2,27362,858160
71430,5,9,5,45173,1471031
72647,6,7,5,51127,1626593
51339,6,7,3,28732,781524
74436,4,6,3,51546,1329521
61687,6,7,3,45279,1210827
69285,5,7,3,37681,1259163
66190,8,8,6,24912,1497377
58846,8,6,3,37979,1159700
81823,5,9,3,31556,1556256
63354,5,7,4,37718,932616
88531,6,8,6,34410,1842066
71901,7,6,4,36966,1414295
72647,5,8,4,35629,1285019
75692,5,6,2,24437,867045
67831,6,8,4,10841,1077059
70933,5,6,3,40092,1088635
45750,5,6,3,39693,494609
57060,5,7,3,36854,767215
75145,8,9,6,21261,1658572
71363,7,6,4,27965,1308508
70170,6,8,3,35197,1217022
56577,6,6,4,38519,940229
57073,6,8,5,39652,1208458
78679,6,9,3,57410,2082236
70092,6,5,4,37410,1081497
48957,7,6,4,28742,813726
52707,6,7,3,37737,1016301
69288,7,8,5,52970,1782804
63918,5,8,4,48670,1095035
77701,8,9,6,49495,2187326
84243,6,6,2,30240,1366668
76902,6,8,5,50668,1727593
69530,4,7,5,23887,815191
67908,6,8,3,32950,1383508
62557,6,7,3,33986,1122564
69672,5,8,6,31800,1059114
66785,6,8,4,33872,1480442
71158,5,6,3,30221,1016871
69362,5,6,3,30185,682633
64495,6,6,4,17477,685776
60798,5,7,3,43682,939139
81055,8,6,3,45684,1730103
69113,6,5,4,48475,1296433
79459,6,7,3,46292,1825071
66866,6,7,5,32428,1126085
61117,5,7,4,32508,729989
73057,6,6,4,45566,1183273
76912,6,6,3,27891,1128842
65015,5,7,4,23417,1009831
76717,6,7,3,22276,1005392
63331,6,8,4,20384,983534
57997,6,9,4,45787,1626894
74264,6,7,3,47367,1379671
60244,7,8,3,33350,1299327
77979,5,7,4,39731,1162192
73459,6,5,2,31514,1056563
73907,5,8,6,37171,1295099
51628,5,9,4,32713,817939
96398,4,6,2,22682,1053966
68144,7,7,5,33489,1427890
58548,7,7,6,40084,1226440
78054,7,5,2,16144,975922
77453,6,8,3,53100,1664148
75729,7,4,2,46231,1517922
61081,6,8,3,25628,1132662
72120,5,8,5,49376,1447672
76453,6,7,4,24442,1220591
53057,5,10,6,35763,1186663
63081,6,8,5,41562,1244789
66916,5,7,4,26897,966576
70225,6,8,6,43719,1707495
56611,5,8,3,25495,729642
73679,8,6,2,19414,1235144
57115,8,6,3,31202,1278619
63270,4,7,2,48532,1084012
68728,6,8,5,46415,1786086
57630,6,7,3,38749,1096938
80949,6,7,4,40034,1606603
60587,7,7,3,35684,1346969
42259,6,8,6,49216,852703
78758,7,6,4,20453,1084763
47594,7,9,4,41311,1133814
54466,6,6,3,7235,395523
52400,5,9,5,18117,827268
68945,7,9,6,56617,2119176
73346,5,8,6,46245,1629574
73789,4,8,6,40940,1082370
66047,4,8,5,26535,642810
75909,4,7,5,35040,1036277
84658,8,7,5,37068,1921029
68074,5,7,4,32061,1076033
49869,7,8,4,36326,892039
60301,6,7,4,34196,992567
75245,8,7,3,37411,1562887
76076,6,8,3,45328,1567859
81465,6,8,6,45712,1593332
57095,7,7,5,30879,1079409
74693,8,8,3,58222,2001910
75916,5,7,4,52072,1686562
47129,6,7,4,34721,779962
62317,4,6,4,36076,685355
57576,4,7,3,28654,634218
77482,6,6,2,30736,1153680
75408,5,8,4,33003,1235226
73740,5,8,4,38988,1423126
69328,8,7,4,31949,1550181
96551,8,5,3,25707,1740719
84488,6,6,4,41765,1685968
53339,4,8,6,45235,858089
78748,6,8,5,48614,1785374
73478,5,6,3,46611,1113782
81160,5,6,4,40862,1182888
73294,6,6,4,32253,1151129
60947,7,7,2,39661,1420070
53793,6,7,2,43458,1047280
65480,6,7,2,35057,860804
66988,8,6,2,26672,1314636
66627,5,6,3,20258,518831
63446,7,8,5,46462,1510884
50936,7,7,6,44128,988124
74086,6,8,4,49674,1490905
64411,7,6,2,47477,1306350
66710,7,7,6,34238,1628491
43941,7,7,2,23999,547918
69314,5,7,3,30419,946821
66398,5,9,5,25842,1074370
67136,6,8,5,31846,1468753
66547,6,7,4,27851,1094880
72472,6,5,2,19745,754961
82958,5,7,4,43015,1578761
88969,5,7,3,34752,1433007
83417,7,6,4,34922,1794014
68613,7,7,3,31936,1373022
68527,4,6,2,38853,961312
78819,6,9,3,20631,1398467
76948,6,9,3,33190,1676172
56315,5,9,3,40985,899467
84899,7,5,4,46067,1658695
54095,6,8,6,29371,785461
68661,5,6,2,25431,895441
87062,7,7,2,15008,1442674
82094,5,7,2,30644,1324022
58522,5,7,3,44423,671672
71117,5,6,4,43998,1065953
76888,5,6,4,40974,1124800
64608,4,6,4,36947,697841
60555,7,8,5,46257,1646565
80980,5,7,3,37341,1416648
69945,6,7,5,25022,1072891
56956,6,7,3,57932,1217321
59580,5,7,4,38525,1096173
75398,6,5,4,42304,1216307
79056,7,8,5,41725,1621036
68113,6,7,3,44316,1445805
90201,6,6,2,35221,1417958
44206,6,7,6,23034,677278
82749,6,8,3,20152,1410815
78933,7,7,3,28675,1520371
55834,7,7,3,37839,1086717
73854,6,8,4,34824,1647217
76956,7,6,4,23867,1203624
72683,7,9,3,45349,1715743
64189,7,7,6,34211,1267714
83656,8,5,4,42842,1564564
53793,5,5,3,37684,628870
89911,6,6,4,37518,1534156
64106,6,5,3,42938,1041897
60076,5,8,6,30395,950122
72332,7,7,3,34718,1377275
42970,6,8,4,29594,777734
48418,6,6,4,41513,702322
57881,6,7,6,20256,846053
74992,7,8,6,30885,1390870
54203,7,6,2,60388,1394901
70633,7,7,4,45919,1779858
86051,6,6,3,49476,1754866
72630,6,5,3,45889,1160398
61822,6,8,4,19123,808374
70755,6,8,6,25442,1277172
62840,6,6,3,35659,1026127
54259,6,5,4,26482,469016
56061,6,7,4,42461,962551
86402,6,6,3,38799,1385749
73467,6,8,6,43108,1605399
70817,6,8,5,33597,1196254
79661,7,8,6,44100,1879798
61507,6,7,3,53962,1271752
78114,8,8,6,41831,1876746
73779,5,7,2,40935,1109586
78706,5,8,6,40205,1560270
83145,7,9,6,7360,1572815
63233,7,7,4,33638,1465224
71560,6,6,4,40311,1049672
79310,4,8,4,43982,1231157
56290,6,7,3,27649,854812
74526,6,7,5,32518,1250495
61468,5,7,5,38816,962184
73658,6,8,4,57646,1864670
56744,5,5,4,23889,577105
63583,5,6,2,52071,1016187
78359,5,8,6,40591,1492966
82744,7,8,5,41859,1811266
61878,6,7,3,28605,1083745
59964,7,6,3,39170,1292979
58100,7,9,4,27063,1155513
75055,6,6,4,37179,1294070
79164,4,7,4,31514,1159147
69442,6,6,3,56984,1469562
76181,5,5,4,22850,988746
56799,5,4,4,52875,774492
52512,5,7,3,24613,325196
86363,6,7,4,34050,1477596
74231,6,7,5,19109,1483808
80793,4,7,4,25378,867445
72619,5,8,4,37346,1420859
48662,6,7,6,29002,680983
71277,5,6,3,36326,996996
80286,6,5,3,48634,1439029
62682,7,4,3,17454,796911
65674,6,7,6,32367,1166158
64427,6,9,3,18214,1055549
83802,5,9,5,33185,1642052
87638,6,7,2,34109,1734239
69180,5,6,3,36324,1193520
77541,3,7,2,21672,555756
67612,5,7,5,40272,1244632
73181,6,9,3,43145,1768036
75786,5,6,3,36352,1047453
68294,6,6,4,21771,1038330
57685,6,6,2,31033,895600
71702,6,8,6,27610,1352018
68259,7,8,3,17861,1128045
70972,5,8,4,45697,1268571
71308,5,8,3,27619,1061518
87627,7,8,3,36654,1724733
66652,8,7,5,46166,1660975
68600,8,8,3,39091,1797621
67846,5,6,4,27442,879511
63345,8,7,3,41462,1565152
66262,6,5,4,45055,1199128
73659,5,5,4,39575,651788
60904,4,6,2,33078,586382
63544,6,6,3,44542,1151741
67583,6,8,3,41530,1279052
54842,5,6,2,31196,585531
69657,6,5,3,29973,884227
66370,4,7,6,18684,796666
68786,6,10,4,40635,1624842
61306,8,6,2,37253,1559997
54851,5,6,3,38391,615507
71796,6,8,6,49773,1533493
69677,5,6,3,31727,1239940
55816,7,6,2,42962,1308465
71333,6,5,4,49628,1430813
61951,6,7,5,31521,943404
57856,5,7,4,40582,938421
66706,6,8,5,38981,1206393
54890,5,6,2,32642,481392
61666,6,8,3,24866,1144642
75435,6,7,3,22637,1028636
61683,6,6,4,29674,856932
68211,8,7,4,40809,1742566
75282,7,7,5,28386,1617115
67144,6,8,3,32716,1364029
68974,8,7,3,31833,1702526
69845,6,8,6,37014,1375105
74476,6,8,5,21149,1174779
70220,6,8,5,28554,1126778
64456,6,7,6,29066,1095728
42940,4,8,6,45709,680419
66491,7,8,5,33650,1506799
64262,6,7,2,41191,1185936
85207,7,7,5,40946,2024121
76268,6,9,6,25979,1562843
69918,7,8,4,54347,1851065
51145,4,7,3,18278,287308
72583,7,6,4,21768,968281
58182,6,8,5,17669,880085
85952,7,7,6,24222,1685368
79802,6,6,2,33580,1169548
67923,7,7,3,35448,1613815
46063,8,6,2,28288,675920
83659,6,7,4,42648,1688643
58300,5,7,4,31675,868435
62343,7,5,2,38010,823942
44328,6,7,2,20820,601007
73471,6,6,3,32856,1144901
64438,6,6,4,40539,1069828
54517,7,4,2,51299,944491
74183,5,7,3,14660,790721
43800,7,7,2,34185,809487
50703,6,8,4,26324,743393
81722,4,6,4,40455,1130294
74455,7,7,4,62450,1867051
61634,6,7,3,46857,1043549
47634,4,7,3,51506,646198
81093,7,7,2,38473,1656402
50571,7,8,6,40913,1214563
69800,4,7,4,17217,578396
80955,7,7,3,29432,1344652
99318,5,7,6,50350,2219724
53510,6,6,2,22978,565681
77756,6,7,4,22239,1091929
67726,6,8,6,37159,1229703
46135,6,7,3,39232,615145
77090,6,6,4,46741,1469237
88850,5,6,2,26565,1205212
61828,7,7,6,43068,1377430
70553,6,6,4,43538,1037383
65220,7,7,4,22585,1073857
77933,6,7,3,29085,1448081
54341,4,7,4,30542,437436
70850,7,4,2,33846,952912
68483,5,8,4,37367,1123992
67006,6,9,6,34654,1440897
81941,6,7,6,41767,1648202
71718,7,8,3,27525,1390991
80169,6,8,6,24833,1406438
73047,6,8,6,47053,1703880
76187,7,7,5,30830,1553459
50765,6,7,3,33577,872595
72551,5,6,4,39740,1030325
59981,6,7,2,49620,1194114
74521,4,8,6,26252,978104
77853,4,7,3,38031,1224187
71684,5,8,5,24555,1062878
76224,6,5,2,30165,1023944
51654,5,9,4,28198,834600
60717,4,5,4,42892,596350
